invoice_id,branch,city,customer_type,gender,product_line,unit_price
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81
183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42
512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41
252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15
549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28
373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31
649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58
871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09
695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69
796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66
638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56
853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9
227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9
692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43
315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73
300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75
355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45
707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32
189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27
549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63
225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,27.02
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85
861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,81.97
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0
777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01
631-41-3108,A,Yangon,Normal,Male,Home and lifestyle,46.33
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3
228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24
829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52
730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91
291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94
371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98
733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0
802-70-5316,A,Yangon,Member,Female,Sports and travel,92.13
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86
199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55
226-31-3081,C,Naypyitaw,Normal,Female,Electronic accessories,15.28
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77
219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71
268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47
841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18
529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28
668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03
129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62
189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.67
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49
656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67
152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91
877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47
139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58
