invoice_id,branch,city,customer_type,gender,product_line,unit_price,date,time,payment,quantity,tax_5_percent,total,cogs,gross_income,gross_margin_percentage,rating
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,2019-01-18,20:59,Credit card,5,6.5775,138.128,131.55,6.5775,4.7619,8.8
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,2019-01-18,18:43,Ewallet,9,8.712,182.952,174.24,8.712,4.7619,8.7
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,2019-01-18,12:04,Ewallet,8,7.916,166.236,158.32,7.916,4.7619,8.7
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,2019-01-18,16:23,Ewallet,7,21.259,446.439,425.18,21.259,4.7619,5.0
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,2019-01-19,15:28,Credit card,4,13.452,282.492,269.04,13.452,4.7619,8.0
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,2019-01-19,13:11,Cash,6,29.73,624.33,594.6,29.73,4.7619,4.2
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,2019-01-19,19:30,Ewallet,10,22.84,479.64,456.8,22.84,4.7619,5.7
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,2019-01-19,20:29,Ewallet,8,13.552,284.592,271.04,13.552,4.7619,9.6
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,2019-01-19,14:08,Credit card,10,32.095,673.995,641.9,32.095,4.7619,6.7
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,2019-01-19,17:34,Credit card,6,15.867,333.207,317.34,15.867,4.7619,9.8
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,2019-01-19,20:07,Ewallet,9,26.1315,548.761,522.63,26.1315,4.7619,4.3
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,2019-01-19,15:58,Ewallet,3,9.459,198.639,189.18,9.459,4.7619,7.0
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,2019-01-19,10:17,Ewallet,8,4.84,101.64,96.8,4.84,4.7619,8.6
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,2019-01-19,16:31,Cash,6,15.384,323.064,307.68,15.384,4.7619,6.5
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,2019-01-19,16:08,Credit card,1,4.0465,84.9765,80.93,4.0465,4.7619,9.0
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,2019-01-19,11:43,Ewallet,4,11.226,235.746,224.52,11.226,4.7619,8.6
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,2019-01-19,19:39,Credit card,8,17.272,362.712,345.44,17.272,4.7619,8.3
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,2019-01-19,12:47,Credit card,3,1.791,37.611,35.82,1.791,4.7619,8.1
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,2019-01-19,12:46,Cash,4,11.918,250.278,238.36,11.918,4.7619,9.8
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,2019-01-19,10:21,Cash,1,4.4305,93.0405,88.61,4.4305,4.7619,7.7
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,2019-01-20,12:27,Ewallet,7,22.428,470.988,448.56,22.428,4.7619,7.6
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,2019-01-20,13:45,Credit card,3,5.622,118.062,112.44,5.622,4.7619,7.7
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,2019-01-20,16:51,Ewallet,4,16.586,348.306,331.72,16.586,4.7619,9.6
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,2019-01-20,20:37,Ewallet,8,6.248,131.208,124.96,6.248,4.7619,9.1
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,2019-01-20,17:48,Ewallet,8,25.552,536.592,511.04,25.552,4.7619,9.9
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,2019-01-20,15:55,Cash,10,36.175,759.675,723.5,36.175,4.7619,5.4
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,2019-01-20,10:13,Cash,8,35.7,749.7,714.0,35.7,4.7619,4.7
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,2019-01-20,15:48,Credit card,4,11.1,233.1,222.0,11.1,4.7619,6.6
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2019-01-20,20:38,Ewallet,2,5.344,112.224,106.88,5.344,4.7619,4.1
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2019-01-20,18:09,Ewallet,2,9.314,195.594,186.28,9.314,4.7619,4.1
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,2019-01-21,18:00,Credit card,3,8.2005,172.21,164.01,8.2005,4.7619,8.6
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,2019-01-21,18:01,Cash,7,18.6095,390.799,372.19,18.6095,4.7619,8.9
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,2019-01-21,14:42,Credit card,6,29.757,624.897,595.14,29.757,4.7619,5.5
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,2019-01-21,16:37,Ewallet,6,23.385,491.085,467.7,23.385,4.7619,8.0
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2019-01-21,10:00,Cash,2,3.636,76.356,72.72,3.636,4.7619,7.1
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,2019-01-21,17:36,Cash,1,4.9065,103.036,98.13,4.9065,4.7619,8.9
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,2019-01-21,20:13,Cash,1,3.449,72.429,68.98,3.449,4.7619,4.8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,2019-01-21,17:44,Cash,6,21.966,461.286,439.32,21.966,4.7619,7.2
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,2019-01-22,11:00,Ewallet,3,4.602,96.642,92.04,4.602,4.7619,9.1
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,2019-01-22,10:55,Ewallet,9,33.6015,705.631,672.03,33.6015,4.7619,9.4
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,2019-01-22,20:46,Credit card,5,9.8475,206.798,196.95,9.8475,4.7619,8.7
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,2019-01-22,11:52,Cash,6,16.743,351.603,334.86,16.743,4.7619,9.9
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,2019-01-22,10:57,Ewallet,1,4.0755,85.5855,81.51,4.0755,4.7619,9.2
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,2019-01-22,18:56,Cash,5,5.095,106.995,101.9,5.095,4.7619,6.0
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,2019-01-22,18:08,Credit card,5,7.215,151.515,144.3,7.215,4.7619,8.0
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,2019-01-23,12:35,Cash,9,21.4335,450.103,428.67,21.4335,4.7619,5.0
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,2019-01-23,10:33,Cash,7,34.986,734.706,699.72,34.986,4.7619,6.1
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,2019-01-23,10:18,Credit card,5,2.7475,57.6975,54.95,2.7475,4.7619,9.3
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,2019-01-23,10:28,Cash,6,19.818,416.178,396.36,19.818,4.7619,7.3
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,2019-01-23,14:21,Ewallet,5,23.9875,503.737,479.75,23.9875,4.7619,8.8
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,2019-01-23,12:20,Ewallet,1,1.5305,32.1405,30.61,1.5305,4.7619,5.2
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,2019-01-23,13:29,Cash,3,12.6075,264.758,252.15,12.6075,4.7619,9.8
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,2019-01-23,11:22,Credit card,6,29.559,620.739,591.18,29.559,4.7619,4.0
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,2019-01-23,10:25,Cash,4,9.476,198.996,189.52,9.476,4.7619,7.1
731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,89.8,2019-01-23,13:00,Credit card,10,44.9,942.9,898.0,44.9,4.7619,5.4
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,2019-01-23,18:37,Ewallet,8,7.7,161.7,154.0,7.7,4.7619,6.6
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,2019-01-23,11:51,Cash,8,15.388,323.148,307.76,15.388,4.7619,7.7
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,2019-01-23,17:44,Cash,4,11.63,244.23,232.6,11.63,4.7619,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,2019-01-23,12:10,Ewallet,6,25.131,527.751,502.62,25.131,4.7619,5.4
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,2019-01-23,14:04,Ewallet,5,4.485,94.185,89.7,4.485,4.7619,6.8
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,2019-01-23,17:16,Ewallet,1,4.154,87.234,83.08,4.154,4.7619,6.4
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,2019-01-23,11:15,Cash,7,15.904,333.984,318.08,15.904,4.7619,9.2
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,2019-01-24,18:04,Credit card,8,34.672,728.112,693.44,34.672,4.7619,7.2
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,2019-01-24,19:20,Ewallet,6,6.924,145.404,138.48,6.924,4.7619,4.9
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,2019-01-24,20:59,Ewallet,3,12.858,270.018,257.16,12.858,4.7619,5.1
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,2019-01-24,17:37,Credit card,10,20.15,423.15,403.0,20.15,4.7619,7.0
232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,2019-01-24,10:04,Cash,10,39.385,827.085,787.7,39.385,4.7619,6.4
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,2019-01-24,10:38,Ewallet,7,26.558,557.718,531.16,26.558,4.7619,8.9
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,2019-01-24,15:05,Ewallet,5,18.32,384.72,366.4,18.32,4.7619,8.4
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,2019-01-24,18:10,Ewallet,10,38.3,804.3,766.0,38.3,4.7619,6.0
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,2019-01-24,13:24,Cash,1,3.0435,63.9135,60.87,3.0435,4.7619,5.5
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,2019-01-24,11:45,Cash,3,13.983,293.643,279.66,13.983,4.7619,7.2
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,2019-01-24,10:57,Cash,8,19.448,408.408,388.96,19.448,4.7619,5.0
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,2019-01-24,17:43,Cash,8,4.224,88.704,84.48,4.224,4.7619,7.6
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,2019-01-24,20:36,Ewallet,5,19.375,406.875,387.5,19.375,4.7619,4.3
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2019-01-25,19:39,Credit card,2,6.096,128.016,121.92,6.096,4.7619,4.9
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,2019-01-25,13:30,Credit card,7,16.9785,356.548,339.57,16.9785,4.7619,5.2
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,2019-01-25,10:11,Credit card,4,10.226,214.746,204.52,10.226,4.7619,4.0
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,2019-01-25,11:40,Cash,4,8.01,168.21,160.2,8.01,4.7619,9.7
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,2019-01-25,15:54,Cash,4,12.002,252.042,240.04,12.002,4.7619,4.5
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2019-01-25,14:29,Ewallet,2,2.187,45.927,43.74,2.187,4.7619,6.9
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,2019-01-25,16:28,Ewallet,1,4.8055,100.915,96.11,4.8055,4.7619,7.8
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,2019-01-25,15:46,Credit card,1,0.7715,16.2015,15.43,0.7715,4.7619,6.1
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,2019-01-25,19:48,Cash,5,22.09,463.89,441.8,22.09,4.7619,9.6
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,2019-01-25,11:05,Cash,1,3.705,77.805,74.1,3.705,4.7619,9.2
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,2019-01-25,13:18,Cash,7,13.867,291.207,277.34,13.867,4.7619,7.5
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,2019-01-25,18:30,Ewallet,3,12.7305,267.341,254.61,12.7305,4.7619,7.4
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,2019-01-25,13:48,Cash,10,45.25,950.25,905.0,45.25,4.7619,8.1
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,2019-01-25,13:38,Cash,9,31.5855,663.295,631.71,31.5855,4.7619,6.7
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,2019-01-25,15:00,Ewallet,8,13.724,288.204,274.48,13.724,4.7619,5.7
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,2019-01-25,20:24,Ewallet,9,11.8035,247.874,236.07,11.8035,4.7619,5.9
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,2019-01-25,14:19,Ewallet,3,7.995,167.895,159.9,7.995,4.7619,7.5
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,2019-01-26,10:06,Credit card,1,3.2495,68.2395,64.99,3.2495,4.7619,4.5
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,2019-01-26,12:43,Cash,1,1.066,22.386,21.32,1.066,4.7619,5.9
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,2019-01-26,18:19,Credit card,1,0.6045,12.6945,12.09,0.6045,4.7619,8.2
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2019-01-26,16:04,Cash,2,7.888,165.648,157.76,7.888,4.7619,9.1
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,2019-01-26,17:45,Cash,5,12.885,270.585,257.7,12.885,4.7619,4.2
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2019-01-26,14:41,Credit card,2,3.333,69.993,66.66,3.333,4.7619,6.4
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,2019-01-26,19:56,Ewallet,3,14.502,304.542,290.04,14.502,4.7619,6.4
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,2019-01-26,18:22,Cash,7,18.0915,379.922,361.83,18.0915,4.7619,5.5
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,2019-01-26,19:14,Ewallet,9,31.2165,655.547,624.33,31.2165,4.7619,4.0
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,2019-01-26,20:23,Ewallet,4,5.11,107.31,102.2,5.11,4.7619,5.7
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,2019-01-26,18:53,Cash,5,9.2125,193.462,184.25,9.2125,4.7619,9.2
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,2019-01-26,15:17,Cash,7,30.478,640.038,609.56,30.478,4.7619,5.5
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2019-01-26,19:28,Cash,2,8.137,170.877,162.74,8.137,4.7619,6.5
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,2019-01-26,12:45,Credit card,5,20.0125,420.263,400.25,20.0125,4.7619,9.4
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,2019-01-26,14:51,Cash,10,18.975,398.475,379.5,18.975,4.7619,9.7
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,2019-01-26,19:54,Ewallet,10,22.43,471.03,448.6,22.43,4.7619,8.2
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,2019-01-26,15:11,Ewallet,3,5.0715,106.502,101.43,5.0715,4.7619,7.3
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,2019-01-27,14:55,Ewallet,9,24.3315,510.961,486.63,24.3315,4.7619,9.5
123-19-1176,A,Yangon,Member,Male,Health and beauty,58.22,2019-01-27,20:33,Ewallet,8,23.288,489.048,465.76,23.288,4.7619,8.4
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,2019-01-27,13:58,Cash,10,23.285,488.985,465.7,23.285,4.7619,7.6
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,2019-01-27,20:03,Credit card,4,19.232,403.872,384.64,19.232,4.7619,8.4
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,2019-01-27,11:17,Cash,6,27.072,568.512,541.44,27.072,4.7619,6.2
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,2019-01-27,18:08,Ewallet,1,3.663,76.923,73.26,3.663,4.7619,9.7
870-54-3162,A,Yangon,Normal,Female,Sports and travel,32.25,2019-01-27,13:26,Cash,5,8.0625,169.312,161.25,8.0625,4.7619,9.0
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,2019-01-27,10:44,Credit card,10,24.505,514.605,490.1,24.505,4.7619,4.2
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,2019-01-27,18:05,Ewallet,7,18.998,398.958,379.96,18.998,4.7619,9.3
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,2019-01-27,14:36,Credit card,6,24.513,514.773,490.26,24.513,4.7619,8.0
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,2019-01-27,17:38,Ewallet,7,8.484,178.164,169.68,8.484,4.7619,9.4
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,2019-01-27,14:28,Cash,10,7.18,150.78,143.6,7.18,4.7619,5.4
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2019-01-27,15:51,Cash,2,1.203,25.263,24.06,1.203,4.7619,5.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2019-01-27,19:48,Ewallet,2,6.94,145.74,138.8,6.94,4.7619,9.0
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,2019-01-28,17:35,Cash,7,4.0355,84.7455,80.71,4.0355,4.7619,8.1
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,2019-01-28,16:43,Credit card,6,5.631,118.251,112.62,5.631,4.7619,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,2019-01-28,19:24,Ewallet,5,5.955,125.055,119.1,5.955,4.7619,5.4
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,2019-01-28,12:43,Cash,9,35.1315,737.761,702.63,35.1315,4.7619,4.5
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,2019-01-28,13:05,Cash,8,32.388,680.148,647.76,32.388,4.7619,9.3
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,2019-01-28,15:46,Credit card,8,30.148,633.108,602.96,30.148,4.7619,8.4
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,2019-01-28,17:58,Credit card,1,0.9575,20.1075,19.15,0.9575,4.7619,9.5
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,2019-01-28,17:47,Credit card,8,39.664,832.944,793.28,39.664,4.7619,4.2
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,2019-01-28,16:47,Ewallet,3,13.02,273.42,260.4,13.02,4.7619,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,2019-01-28,20:50,Credit card,4,13.962,293.202,279.24,13.962,4.7619,5.9
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,2019-01-28,20:54,Ewallet,8,9.672,203.112,193.44,9.672,4.7619,9.8
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,2019-01-28,11:51,Cash,10,10.715,225.015,214.3,10.715,4.7619,6.2
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,2019-01-28,15:16,Credit card,5,4.3525,91.4025,87.05,4.3525,4.7619,4.9
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,2019-01-28,13:53,Credit card,9,32.4495,681.44,648.99,32.4495,4.7619,7.7
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,2019-01-29,18:15,Credit card,4,4.402,92.442,88.04,4.402,4.7619,6.6
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,2019-01-29,14:12,Cash,4,6.524,137.004,130.48,6.524,4.7619,9.0
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,2019-01-29,13:46,Ewallet,1,2.0175,42.3675,40.35,2.0175,4.7619,6.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,2019-01-29,12:25,Cash,6,12.624,265.104,252.48,12.624,4.7619,8.9
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,2019-01-29,14:26,Ewallet,10,29.38,616.98,587.6,29.38,4.7619,9.0
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,2019-01-29,11:48,Cash,10,13.335,280.035,266.7,13.335,4.7619,8.6
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,83.24,2019-01-29,11:56,Credit card,9,37.458,786.618,749.16,37.458,4.7619,7.4
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,2019-01-29,10:48,Credit card,6,25.215,529.515,504.3,25.215,4.7619,7.7
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,2019-01-29,10:01,Credit card,6,5.745,120.645,114.9,5.745,4.7619,6.8
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,2019-01-29,15:48,Cash,5,6.9825,146.633,139.65,6.9825,4.7619,5.9
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,2019-01-29,19:45,Cash,5,21.8425,458.693,436.85,21.8425,4.7619,6.6
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,2019-01-29,11:26,Ewallet,1,1.93,40.53,38.6,1.93,4.7619,6.7
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,2019-01-30,13:58,Ewallet,8,16.968,356.328,339.36,16.968,4.7619,5.7
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,2019-01-30,17:08,Credit card,1,1.119,23.499,22.38,1.119,4.7619,8.6
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,2019-01-30,13:32,Credit card,4,4.73,99.33,94.6,4.73,4.7619,4.0
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,2019-01-30,11:32,Credit card,3,14.067,295.407,281.34,14.067,4.7619,5.9
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,2019-01-30,20:23,Ewallet,10,49.26,1034.46,985.2,49.26,4.7619,4.5
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,2019-01-30,20:47,Cash,1,1.148,24.108,22.96,1.148,4.7619,4.3
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,2019-01-30,16:24,Ewallet,5,24.2575,509.408,485.15,24.2575,4.7619,9.3
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,2019-01-30,14:43,Credit card,5,2.6325,55.2825,52.65,2.6325,4.7619,5.8
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2019-01-30,19:42,Ewallet,2,7.64,160.44,152.8,7.64,4.7619,6.5
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,2019-01-31,10:33,Ewallet,10,31.09,652.89,621.8,31.09,4.7619,6.0
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,2019-01-31,16:24,Ewallet,4,7.412,155.652,148.24,7.412,4.7619,9.7
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,2019-01-31,13:44,Ewallet,6,13.605,285.705,272.1,13.605,4.7619,6.1
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,2019-01-31,10:36,Ewallet,8,39.48,829.08,789.6,39.48,4.7619,8.5
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,2019-01-31,12:02,Cash,9,10.6875,224.438,213.75,10.6875,4.7619,9.5
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2019-01-31,19:48,Credit card,2,6.908,145.068,138.16,6.908,4.7619,6.9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,2019-01-31,10:46,Credit card,1,3.3175,69.6675,66.35,3.3175,4.7619,9.7
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,2019-01-31,15:12,Credit card,10,36.065,757.365,721.3,36.065,4.7619,4.2
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.0,2019-01-31,20:48,Ewallet,4,8.6,180.6,172.0,8.6,4.7619,7.6
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,2019-01-31,13:19,Cash,1,3.791,79.611,75.82,3.791,4.7619,5.8
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,2019-01-31,13:47,Cash,4,4.154,87.234,83.08,4.154,4.7619,4.7
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,2019-01-31,14:04,Cash,6,23.979,503.559,479.58,23.979,4.7619,5.5
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,2019-01-31,10:00,Ewallet,8,20.536,431.256,410.72,20.536,4.7619,7.6
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,2019-01-31,20:32,Ewallet,9,39.5415,830.372,790.83,39.5415,4.7619,5.6
551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,2019-02-01,11:27,Cash,9,10.3815,218.012,207.63,10.3815,4.7619,4.9
237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79,2019-02-01,20:31,Credit card,9,36.3555,763.466,727.11,36.3555,4.7619,9.5
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,2019-02-01,18:43,Ewallet,6,26.244,551.124,524.88,26.244,4.7619,5.1
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,2019-02-01,15:10,Credit card,7,24.332,510.972,486.64,24.332,4.7619,8.5
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,2019-02-01,10:08,Credit card,5,3.5575,74.7075,71.15,3.5575,4.7619,4.4
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,2019-02-01,19:54,Cash,4,15.536,326.256,310.72,15.536,4.7619,8.4
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,2019-02-02,20:29,Cash,8,26.388,554.148,527.76,26.388,4.7619,8.4
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,2019-02-02,20:42,Cash,7,8.946,187.866,178.92,8.946,4.7619,7.1
