invoice_id,cogs,gross_margin_percentage,gross_income,rating
849-09-3807,618.38,4.761904762,30.919,6.6
764-44-8999,29.52,4.761904762,1.476,4.3
278-97-7759,62.48,4.761904762,3.124,4.7
652-49-6720,60.95,4.761904762,3.0475,5.9
787-15-1757,176.28,4.761904762,8.814,8.4
409-33-9708,196.96,4.761904762,9.848,9.2
384-59-6655,887.94,4.761904762,44.397,8.4
752-23-3760,448.56,4.761904762,22.428,7.3
886-77-9084,575.12,4.761904762,28.756,5.5
183-21-3799,698.67,4.761904762,34.9335,7.2
272-27-9238,164.96,4.761904762,8.248,7.1
868-06-0466,626.22,4.761904762,31.311,7.8
629-42-4133,174.4,4.761904762,8.72,8.3
449-16-6770,253.95,4.761904762,12.6975,5.3
498-41-1961,333.4,4.761904762,16.67,7.6
458-61-0011,241.2,4.761904762,12.06,5.8
848-95-6252,86.27,4.761904762,4.3135,7.0
782-95-9291,461.45,4.761904762,23.0725,9.0
546-80-2899,75.38,4.761904762,3.769,9.5
311-13-6971,319.9,4.761904762,15.995,9.9
779-42-2410,173.22,4.761904762,8.661,7.7
725-56-0833,323.2,4.761904762,16.16,10.0
548-46-9322,399.0,4.761904762,19.95,5.9
692-92-5582,164.52,4.761904762,8.226,5.9
279-62-1445,12.54,4.761904762,0.627,8.2
389-70-2397,418.3,4.761904762,20.915,7.2
714-02-3114,197.6,4.761904762,9.88,7.7
269-04-5750,295.28,4.761904762,14.764,6.7
319-74-2561,283.92,4.761904762,14.196,5.5
503-21-4385,119.73,4.761904762,5.9865,9.3
743-88-1662,668.43,4.761904762,33.4215,8.7
831-64-0259,198.75,4.761904762,9.9375,9.6
777-67-2495,206.91,4.761904762,10.3455,8.7
582-52-8065,488.79,4.761904762,24.4395,8.9
837-55-7229,47.44,4.761904762,2.372,6.8
807-14-7833,174.2,4.761904762,8.71,7.0
488-25-4221,30.41,4.761904762,1.5205,8.4
690-01-6631,174.9,4.761904762,8.745,6.6
347-56-2442,65.82,4.761904762,3.291,4.1
864-24-7918,244.9,4.761904762,12.245,8.1
838-02-1821,25.46,4.761904762,1.273,5.2
396-90-2219,119.68,4.761904762,5.984,8.6
787-56-0757,321.44,4.761904762,16.072,8.3
190-14-3147,71.88,4.761904762,3.594,6.4
729-46-7422,35.89,4.761904762,1.7945,7.9
695-09-5146,296.37,4.761904762,14.8185,6.4
831-81-6575,680.31,4.761904762,34.0155,8.0
274-05-5470,293.88,4.761904762,14.694,6.0
503-07-0930,408.73,4.761904762,20.4365,8.2
692-27-8933,347.7,4.761904762,17.385,5.2
380-60-5336,402.6,4.761904762,20.13,5.0
516-77-6464,50.8,4.761904762,2.54,4.1
242-11-3142,167.54,4.761904762,8.377,4.6
740-11-5257,247.4,4.761904762,12.37,7.1
186-43-8965,95.36,4.761904762,4.768,4.1
365-16-4334,211.44,4.761904762,10.572,8.9
315-22-5665,735.6,4.761904762,36.78,8.0
803-83-5989,334.38,4.761904762,16.719,7.0
300-71-4605,430.2,4.761904762,21.51,4.8
871-79-8483,470.65,4.761904762,23.5325,4.8
459-45-2396,298.8,4.761904762,14.94,5.8
574-80-1489,251.4,4.761904762,12.57,8.7
608-05-3804,39.75,4.761904762,1.9875,6.1
355-53-5943,413.04,4.761904762,20.652,5.8
719-89-8991,457.05,4.761904762,22.8525,7.1
275-28-0149,63.69,4.761904762,3.1845,6.0
308-81-0538,292.2,4.761904762,14.61,4.9
834-83-1826,410.2,4.761904762,20.51,7.6
502-05-1910,195.54,4.761904762,9.777,6.3
866-70-2814,527.9,4.761904762,26.395,10.0
511-54-3087,88.45,4.761904762,4.4225,9.5
505-02-0892,340.56,4.761904762,17.028,5.6
735-06-4124,48.61,4.761904762,2.4305,4.4
636-17-0325,250.28,4.761904762,12.514,9.5
154-74-7179,54.45,4.761904762,2.7225,7.9
477-24-6490,598.26,4.761904762,29.913,7.9
702-72-0487,93.22,4.761904762,4.661,6.6
466-61-5506,544.2,4.761904762,27.21,5.3
437-53-3084,199.78,4.761904762,9.989,7.1
649-11-3678,206.37,4.761904762,10.3185,5.5
491-38-3499,55.45,4.761904762,2.7725,4.9
707-32-7409,382.16,4.761904762,19.108,4.5
518-71-6847,159.6,4.761904762,7.98,4.9
741-73-3559,336.35,4.761904762,16.8175,6.9
105-10-6182,42.96,4.761904762,2.148,6.6
400-45-1220,135.0,4.761904762,6.75,4.8
250-81-7186,99.69,4.761904762,4.9845,8.0
135-84-8019,701.37,4.761904762,35.0685,7.6
605-72-4132,755.76,4.761904762,37.788,9.1
318-68-5053,461.94,4.761904762,23.097,6.1
191-29-0321,197.7,4.761904762,9.885,5.0
665-63-9737,157.26,4.761904762,7.863,7.5
243-55-8457,744.4,4.761904762,37.22,5.1
263-12-5321,648.2,4.761904762,32.41,9.3
370-41-7321,510.21,4.761904762,25.5105,8.4
250-17-5703,188.5,4.761904762,9.425,5.6
759-98-4285,601.09,4.761904762,30.0545,8.0
709-58-4068,410.9,4.761904762,20.545,7.3
399-46-5918,687.84,4.761904762,34.392,8.2
786-94-2700,483.72,4.761904762,24.186,9.1
635-28-5728,168.0,4.761904762,8.4,4.8
142-72-4741,186.4,4.761904762,9.32,6.0
291-59-1384,60.3,4.761904762,3.015,6.0
220-28-1851,69.46,4.761904762,3.473,9.7
470-31-3286,44.46,4.761904762,2.223,8.7
811-03-8790,454.8,4.761904762,22.74,4.8
207-73-1363,139.02,4.761904762,6.951,8.1
453-63-6187,82.5,4.761904762,4.125,6.5
339-96-8318,569.17,4.761904762,28.4585,6.3
238-45-6950,53.72,4.761904762,2.686,6.4
247-11-2470,89.28,4.761904762,4.464,4.4
189-98-2939,706.95,4.761904762,35.3475,7.2
153-58-4872,299.56,4.761904762,14.978,4.2
346-84-3103,66.1,4.761904762,3.305,4.3
860-73-6466,78.94,4.761904762,3.947,5.0
408-26-9866,517.86,4.761904762,25.893,4.1
303-96-2227,973.8,4.761904762,48.69,4.4
565-67-6697,243.0,4.761904762,12.15,4.8
883-17-4236,28.78,4.761904762,1.439,7.2
640-48-5028,795.51,4.761904762,39.7755,6.3
576-31-4774,220.23,4.761904762,11.0115,4.0
878-30-2331,545.5,4.761904762,27.275,7.1
720-72-2436,266.08,4.761904762,13.304,6.9
825-94-5922,50.62,4.761904762,2.531,7.2
817-69-8206,897.57,4.761904762,44.8785,6.5
172-42-8274,76.54,4.761904762,3.827,5.8
549-59-1358,265.89,4.761904762,13.2945,6.0
225-98-1496,81.06,4.761904762,4.053,7.1
636-98-3364,78.78,4.761904762,3.939,6.3
607-76-6216,462.45,4.761904762,23.1225,8.6
725-54-0677,599.2,4.761904762,29.96,5.3
324-41-6833,241.6,4.761904762,12.08,5.1
211-05-0490,259.6,4.761904762,12.98,7.5
610-46-4100,202.65,4.761904762,10.1325,6.0
651-96-5970,46.41,4.761904762,2.3205,4.0
733-33-4967,166.8,4.761904762,8.34,6.3
861-77-0145,819.7,4.761904762,40.985,9.2
568-88-3448,25.0,4.761904762,1.25,5.5
777-82-7220,240.96,4.761904762,12.048,7.7
234-03-4040,730.5,4.761904762,36.525,8.7
468-99-7231,352.08,4.761904762,17.604,8.8
631-41-3108,324.31,4.761904762,16.2155,7.4
305-14-0245,755.92,4.761904762,37.796,7.5
175-54-2529,177.36,4.761904762,8.868,9.6
302-15-2162,279.18,4.761904762,13.959,4.3
558-60-5016,299.7,4.761904762,14.985,7.2
228-96-1411,789.6,4.761904762,39.48,7.6
221-25-5073,298.64,4.761904762,14.932,8.5
759-29-9521,440.64,4.761904762,22.032,8.0
276-75-6884,206.13,4.761904762,10.3065,8.7
586-25-0848,86.38,4.761904762,4.319,6.7
346-12-3257,173.16,4.761904762,8.658,8.0
689-05-1884,486.3,4.761904762,24.315,8.8
227-50-3718,73.1,4.761904762,3.655,4.4
256-08-8343,226.12,4.761904762,11.306,5.5
667-92-0055,598.98,4.761904762,29.949,8.5
320-49-6392,30.24,4.761904762,1.512,8.4
829-49-1914,783.1,4.761904762,39.155,6.6
655-07-2265,234.93,4.761904762,11.7465,5.4
608-04-3797,202.56,4.761904762,10.128,8.7
148-82-2527,121.2,4.761904762,6.06,8.4
593-14-4239,763.68,4.761904762,38.184,4.7
510-95-6347,145.56,4.761904762,7.278,4.0
730-50-9884,581.42,4.761904762,29.071,4.0
895-66-0685,54.24,4.761904762,2.712,8.0
755-12-3214,221.1,4.761904762,11.055,8.6
433-75-6987,391.79,4.761904762,19.5895,8.9
848-42-2560,163.82,4.761904762,8.191,7.8
291-32-1427,109.7,4.761904762,5.485,5.3
371-85-5789,263.94,4.761904762,13.197,5.1
733-01-9107,496.2,4.761904762,24.81,7.4
102-77-2261,457.17,4.761904762,22.8585,4.2
174-64-0215,697.4,4.761904762,34.87,8.9
793-10-3222,246.36,4.761904762,12.318,8.3
783-09-1637,337.15,4.761904762,16.8575,6.3
468-01-2051,434.56,4.761904762,21.728,5.4
715-20-1673,141.9,4.761904762,7.095,9.4
149-15-7606,335.88,4.761904762,16.794,5.1
883-69-1285,99.84,4.761904762,4.992,7.0
254-31-0042,193.5,4.761904762,9.675,7.8
523-38-0215,37.0,4.761904762,1.85,7.9
802-70-5316,552.78,4.761904762,27.639,8.3
262-47-2794,574.88,4.761904762,28.744,6.2
199-75-8169,158.1,4.761904762,7.905,8.6
885-17-6250,79.74,4.761904762,3.987,7.3
748-45-2862,113.24,4.761904762,5.662,8.2
242-55-6721,32.32,4.761904762,1.616,6.5
598-47-9715,336.28,4.761904762,16.814,4.4
307-85-2293,251.4,4.761904762,12.57,9.7
399-69-4630,133.26,4.761904762,6.663,8.6
471-41-2823,199.58,4.761904762,9.979,8.0
423-64-4619,139.95,4.761904762,6.9975,5.0
643-38-7867,97.94,4.761904762,4.897,6.9
821-07-3596,65.8,4.761904762,3.29,5.6
483-71-1164,487.8,4.761904762,24.39,5.3
594-34-4444,97.16,4.761904762,4.858,7.2
345-08-4992,203.94,4.761904762,10.197,7.7
574-57-9721,86.54,4.761904762,4.327,5.7
364-33-8584,88.15,4.761904762,4.4075,8.5
458-41-1477,277.56,4.761904762,13.878,9.5
549-96-4200,68.16,4.761904762,3.408,7.0
632-90-0281,375.5,4.761904762,18.775,9.3
226-31-3081,76.4,4.761904762,3.82,9.6
325-77-6186,906.5,4.761904762,45.325,7.3
563-91-7120,308.85,4.761904762,15.4425,6.7
219-22-9386,899.64,4.761904762,44.982,4.2
277-35-5865,890.73,4.761904762,44.5365,6.7
132-32-9879,375.84,4.761904762,18.792,9.5
127-47-6963,206.84,4.761904762,10.342,9.8
268-27-6179,451.76,4.761904762,22.588,7.3
841-35-6630,455.46,4.761904762,22.773,8.7
652-43-6591,778.32,4.761904762,38.916,6.2
616-87-0016,668.78,4.761904762,33.439,9.6
299-29-0180,365.26,4.761904762,18.263,9.3
529-56-3974,102.04,4.761904762,5.102,6.8
815-11-1168,498.9,4.761904762,24.945,5.4
360-39-5055,244.55,4.761904762,12.2275,6.6
816-57-2053,121.74,4.761904762,6.087,8.7
308-47-4913,522.6,4.761904762,26.13,6.2
157-13-5295,519.4,4.761904762,25.97,6.5
489-64-4354,16.28,4.761904762,0.814,5.0
668-90-8900,655.83,4.761904762,32.7915,4.5
607-65-2441,819.5,4.761904762,40.975,6.0
790-29-1172,172.02,4.761904762,8.601,7.9
596-42-3999,127.54,4.761904762,6.377,6.6
696-90-2548,77.52,4.761904762,3.876,6.6
239-48-4278,70.91,4.761904762,3.5455,8.3
453-12-7053,137.22,4.761904762,6.861,6.5
246-55-6923,322.11,4.761904762,16.1055,5.1
745-74-0715,116.06,4.761904762,5.803,8.8
129-29-8530,313.1,4.761904762,15.655,7.0
189-17-4241,175.34,4.761904762,8.767,7.7
156-20-0370,25.45,4.761904762,1.2725,5.1
689-16-9784,280.62,4.761904762,14.031,6.0
721-86-6247,507.36,4.761904762,25.368,7.4
584-86-7256,241.92,4.761904762,12.096,7.3
892-05-6689,141.6,4.761904762,7.08,6.2
214-30-2776,172.45,4.761904762,8.6225,9.0
656-95-9349,482.51,4.761904762,24.1255,4.6
319-50-3348,80.6,4.761904762,4.03,4.4
448-81-5016,119.54,4.761904762,5.977,5.8
749-81-8133,378.68,4.761904762,18.934,6.8
891-58-8335,207.27,4.761904762,10.3635,6.5
704-20-4138,207.69,4.761904762,10.3845,8.1
427-45-9297,285.11,4.761904762,14.2555,5.4
253-12-6086,688.8,4.761904762,34.44,8.7
565-17-3836,190.68,4.761904762,9.534,9.1
152-08-9985,579.24,4.761904762,28.962,8.6
719-76-3868,377.04,4.761904762,18.852,8.6
266-20-6657,385.28,4.761904762,19.264,5.2
545-46-3100,31.77,4.761904762,1.5885,8.7
573-10-3877,39.01,4.761904762,1.9505,4.7
699-01-4164,166.0,4.761904762,8.3,8.2
651-61-0874,184.88,4.761904762,9.244,6.2
120-06-4233,183.66,4.761904762,9.183,9.3
276-54-0879,390.96,4.761904762,19.548,6.4
655-85-5130,153.2,4.761904762,7.66,5.7
173-57-2300,145.76,4.761904762,7.288,6.1
316-01-3952,271.35,4.761904762,13.5675,4.6
101-17-6199,320.53,4.761904762,16.0265,7.0
336-78-2147,511.28,4.761904762,25.564,4.6
877-22-3308,158.7,4.761904762,7.935,5.8
137-74-8729,97.52,4.761904762,4.876,6.8
686-41-0932,69.4,4.761904762,3.47,8.2
585-03-5943,181.1,4.761904762,9.055,5.9
584-66-4073,56.5,4.761904762,2.825,9.6
442-48-3607,46.96,4.761904762,2.348,7.9
722-13-2115,42.85,4.761904762,2.1425,9.3
808-65-0703,141.88,4.761904762,7.094,6.9
139-32-4183,877.32,4.761904762,43.866,7.4
115-99-4379,383.11,4.761904762,19.1555,8.5
189-52-0236,696.85,4.761904762,34.8425,7.6
730-70-9830,420.66,4.761904762,21.033,5.2
457-12-0244,211.32,4.761904762,10.566,6.5
558-80-4082,194.95,4.761904762,9.7475,6.0
122-61-9553,461.88,4.761904762,23.094,5.6
379-17-6588,596.1,4.761904762,29.805,5.3
499-27-7781,425.68,4.761904762,21.284,5.0
210-30-7976,89.28,4.761904762,4.464,4.1
174-75-0888,194.22,4.761904762,9.711,7.3
169-52-4504,47.07,4.761904762,2.3535,5.8
840-19-2096,439.55,4.761904762,21.9775,4.4
628-90-8624,825.8,4.761904762,41.29,5.0
373-09-4567,775.6,4.761904762,38.78,6.9
361-59-0574,724.24,4.761904762,36.212,6.5
542-41-0513,229.96,4.761904762,11.498,6.6
359-94-5395,92.78,4.761904762,4.639,9.8
848-62-7243,224.01,4.761904762,11.2005,7.4
595-11-5460,193.16,4.761904762,9.658,5.1
510-09-5628,196.6,4.761904762,9.83,7.2
154-87-7367,522.08,4.761904762,26.104,6.3
585-11-6748,290.4,4.761904762,14.52,5.3
605-83-1050,54.36,4.761904762,2.718,4.3
760-54-1821,122.31,4.761904762,6.1155,5.8
565-91-4567,86.0,4.761904762,4.3,6.2
273-16-6619,66.4,4.761904762,3.32,4.4
701-69-8742,343.7,4.761904762,17.185,6.7
286-43-6208,790.2,4.761904762,39.51,9.2
210-74-9613,389.04,4.761904762,19.452,6.8
575-30-8091,580.0,4.761904762,29.0,9.2
727-17-0390,318.05,4.761904762,15.9025,4.8
578-80-7669,74.97,4.761904762,3.7485,5.6
711-31-1234,382.56,4.761904762,19.128,7.9
290-68-2984,95.0,4.761904762,4.75,5.2
617-15-4209,30.74,4.761904762,1.537,7.2
320-32-8842,22.62,4.761904762,1.131,6.4
642-30-6693,327.06,4.761904762,16.353,7.8
220-68-6701,309.88,4.761904762,15.494,4.2
662-47-5456,351.9,4.761904762,17.595,8.4
880-46-5796,769.2,4.761904762,38.46,5.6
152-03-4217,101.52,4.761904762,5.076,4.3
263-87-5680,285.3,4.761904762,14.265,7.8
256-58-3609,91.98,4.761904762,4.599,9.8
776-68-1096,132.36,4.761904762,6.618,7.9
413-20-6708,51.47,4.761904762,2.5735,8.5
485-30-8700,166.3,4.761904762,8.315,4.2
420-04-7590,299.1,4.761904762,14.955,4.7
439-54-7422,204.76,4.761904762,10.238,4.7
548-48-3156,166.68,4.761904762,8.334,7.6
898-04-2717,687.6,4.761904762,34.38,7.5
301-81-8610,203.36,4.761904762,10.168,6.7
155-45-3814,708.4,4.761904762,35.42,4.7
593-08-5916,15.5,4.761904762,0.775,7.4
318-81-2368,46.2,4.761904762,2.31,6.3
574-22-5561,826.3,4.761904762,41.315,7.9
751-69-0068,893.16,4.761904762,44.658,9.0
737-88-5876,93.16,4.761904762,4.658,5.9
850-41-9669,675.54,4.761904762,33.777,6.2
701-23-5550,155.24,4.761904762,7.762,4.9
568-90-5112,264.56,4.761904762,13.228,5.6
716-39-1409,212.45,4.761904762,10.6225,8.0
728-88-7867,302.12,4.761904762,15.106,8.3
462-78-5240,53.22,4.761904762,2.661,4.2
831-07-6050,163.55,4.761904762,8.1775,9.9
451-28-5717,499.02,4.761904762,24.951,7.3
632-32-4574,607.36,4.761904762,30.368,5.5
514-37-2845,198.5,4.761904762,9.925,9.0
509-29-3912,348.48,4.761904762,17.424,4.2
102-06-2002,126.25,4.761904762,6.3125,6.1
760-90-2357,447.06,4.761904762,22.353,5.0
650-98-6268,62.61,4.761904762,3.1305,8.0
436-54-4512,91.61,4.761904762,4.5805,9.8
537-72-0426,709.9,4.761904762,35.495,5.7
142-63-6033,461.8,4.761904762,23.09,4.9
182-88-2763,239.73,4.761904762,11.9865,5.0
213-72-6612,86.5,4.761904762,4.325,6.2
574-31-8277,33.63,4.761904762,1.6815,5.6
805-86-0265,845.64,4.761904762,42.282,9.8
828-61-5674,440.2,4.761904762,22.01,9.6
827-26-2100,304.56,4.761904762,15.228,8.8
500-02-2261,343.74,4.761904762,17.187,5.9
448-61-3783,720.16,4.761904762,36.008,4.5
512-98-1403,79.44,4.761904762,3.972,4.7
527-09-6272,142.25,4.761904762,7.1125,9.1
438-01-4015,197.96,4.761904762,9.898,6.6
616-24-2851,71.48,4.761904762,3.574,6.5
630-74-5166,372.78,4.761904762,18.639,7.4
394-30-3170,707.44,4.761904762,35.372,4.3
886-18-2897,282.8,4.761904762,14.14,4.5
227-03-5010,420.72,4.761904762,21.036,8.5
802-43-8934,18.28,4.761904762,0.914,8.3
674-56-6360,95.15,4.761904762,4.7575,6.0
554-53-3790,222.12,4.761904762,11.106,4.5
472-15-9636,407.44,4.761904762,20.372,9.2
550-84-8664,429.55,4.761904762,21.4775,8.6
865-92-6136,158.25,4.761904762,7.9125,9.3
386-27-7606,568.4,4.761904762,28.42,8.1
608-96-3517,366.16,4.761904762,18.308,4.8
856-22-8149,25.29,4.761904762,1.2645,6.1
884-80-6021,734.7,4.761904762,36.735,9.5
474-33-8305,471.73,4.761904762,23.5865,6.9
795-49-7276,148.6,4.761904762,7.43,8.3
407-63-8975,443.28,4.761904762,22.164,4.4
333-73-7901,439.36,4.761904762,21.968,7.6
851-28-6367,155.0,4.761904762,7.75,8.0
733-29-1227,389.27,4.761904762,19.4635,8.5
835-16-0096,73.5,4.761904762,3.675,8.5
468-88-0009,263.76,4.761904762,13.188,6.0
725-67-2480,352.5,4.761904762,17.625,5.9
538-22-0304,649.5,4.761904762,32.475,5.2
560-30-5617,123.85,4.761904762,6.1925,8.5
588-01-7461,305.82,4.761904762,15.291,4.2
641-62-7288,599.52,4.761904762,29.976,7.1
334-64-2006,140.64,4.761904762,7.032,9.6
118-62-1812,313.52,4.761904762,15.676,7.9
851-98-3555,414.4,4.761904762,20.72,6.6
593-95-4461,74.86,4.761904762,3.743,6.9
699-14-3026,597.73,4.761904762,29.8865,4.1
282-35-2475,186.62,4.761904762,9.331,6.3
134-75-2619,135.24,4.761904762,6.762,6.9
362-58-8315,382.6,4.761904762,19.13,9.9
605-03-2706,47.4,4.761904762,2.37,9.5
340-66-0321,145.44,4.761904762,7.272,7.6
366-43-6862,211.56,4.761904762,10.578,6.7
156-95-3964,221.56,4.761904762,11.078,8.0
110-05-6330,236.58,4.761904762,11.829,9.4
859-97-6048,168.5,4.761904762,8.425,5.3
449-27-2918,39.12,4.761904762,1.956,9.6
848-24-9445,87.4,4.761904762,4.37,4.9
595-94-9924,138.65,4.761904762,6.9325,4.2
487-79-6868,110.61,4.761904762,5.5305,8.0
587-73-4862,53.45,4.761904762,2.6725,7.6
236-27-1144,146.79,4.761904762,7.3395,8.4
760-53-9233,123.84,4.761904762,6.192,8.5
163-56-7055,48.71,4.761904762,2.4355,4.1
411-77-0180,505.4,4.761904762,25.27,4.3
797-88-0493,257.08,4.761904762,12.854,7.7
807-34-3742,52.38,4.761904762,2.619,5.8
734-91-1155,137.13,4.761904762,6.8565,7.7
278-86-2735,157.02,4.761904762,7.851,9.2
423-57-2993,560.34,4.761904762,28.017,10.0
176-64-7711,96.96,4.761904762,4.848,4.3
794-32-2436,111.34,4.761904762,5.567,6.0
106-35-6779,88.68,4.761904762,4.434,5.8
633-44-8566,345.66,4.761904762,17.283,7.3
186-71-5196,159.08,4.761904762,7.954,6.2
313-66-9943,87.45,4.761904762,4.3725,7.3
702-83-5291,898.38,4.761904762,44.919,6.6
238-49-0436,259.68,4.761904762,12.984,4.9
212-62-1842,349.56,4.761904762,17.478,9.9
857-16-3520,500.22,4.761904762,25.011,4.5
531-80-1784,182.14,4.761904762,9.107,5.1
573-58-9734,91.11,4.761904762,4.5555,5.1
420-97-3340,215.04,4.761904762,10.752,9.2
470-32-9057,256.7,4.761904762,12.835,9.1
633-09-3463,142.95,4.761904762,7.1475,9.5
333-23-2632,70.56,4.761904762,3.528,4.2
266-76-6436,115.8,4.761904762,5.79,7.5
544-32-5024,199.16,4.761904762,9.958,6.4
291-21-5991,306.45,4.761904762,15.3225,7.0
186-79-9562,502.39,4.761904762,25.1195,8.9
218-59-9410,217.26,4.761904762,10.863,8.2
267-62-7380,823.4,4.761904762,41.17,4.3
829-34-3910,713.8,4.761904762,35.69,5.7
727-75-6477,115.36,4.761904762,5.768,6.4
425-85-2085,274.3,4.761904762,13.715,9.8
766-85-7061,878.7,4.761904762,43.935,5.1
286-01-5402,281.61,4.761904762,14.0805,9.6
131-15-8856,580.16,4.761904762,29.008,4.0
642-61-4706,186.8,4.761904762,9.34,5.5
731-59-7531,580.56,4.761904762,29.028,4.6
778-89-7974,421.26,4.761904762,21.063,7.4
291-55-6563,206.52,4.761904762,10.326,7.5
743-04-1105,874.98,4.761904762,43.749,6.0
115-38-7388,81.44,4.761904762,4.072,9.5
364-34-2972,290.46,4.761904762,14.523,6.7
361-85-2571,447.4,4.761904762,22.37,7.4
676-39-6028,322.2,4.761904762,16.11,6.6
