invoice_id,quantity,tax_5_percent,total,date,time,payment
575-67-1508,1,1.93,40.53,2019-01-29,2023-02-22 11:26:00,Ewallet
134-54-4720,8,16.968,356.328,2019-01-30,2023-02-22 13:58:00,Ewallet
862-29-5914,1,1.119,23.499,2019-01-30,2023-02-22 17:08:00,Credit card
182-69-8360,4,4.73,99.33,2019-01-30,2023-02-22 13:32:00,Credit card
804-38-3935,3,14.067,295.407,2019-01-30,2023-02-22 11:32:00,Credit card
283-26-5248,10,49.26,1034.46,2019-01-30,2023-02-22 20:23:00,Ewallet
556-72-8512,1,1.148,24.108,2019-01-30,2023-02-22 20:47:00,Cash
416-13-5917,5,24.2575,509.4075,2019-01-30,2023-02-22 16:24:00,Ewallet
664-14-2882,5,2.6325,55.2825,2019-01-30,2023-02-22 14:43:00,Credit card
423-80-0988,2,7.64,160.44,2019-01-30,2023-02-22 19:42:00,Ewallet
189-55-2313,10,31.09,652.89,2019-01-31,2023-02-22 10:33:00,Ewallet
583-72-1480,4,7.412,155.652,2019-01-31,2023-02-22 16:24:00,Ewallet
239-36-3640,6,13.605,285.705,2019-01-31,2023-02-22 13:44:00,Ewallet
735-32-9839,8,39.48,829.08,2019-01-31,2023-02-22 10:36:00,Ewallet
226-71-3580,9,10.6875,224.4375,2019-01-31,2023-02-22 12:02:00,Cash
286-75-7818,2,6.908,145.068,2019-01-31,2023-02-22 19:48:00,Credit card
366-93-0948,1,3.3175,69.6675,2019-01-31,2023-02-22 10:46:00,Credit card
525-09-8450,10,36.065,757.365,2019-01-31,2023-02-22 15:12:00,Credit card
834-45-5519,4,8.6,180.6,2019-01-31,2023-02-22 20:48:00,Ewallet
525-88-7307,1,3.791,79.611,2019-01-31,2023-02-22 13:19:00,Cash
187-83-5490,4,4.154,87.234,2019-01-31,2023-02-22 13:47:00,Cash
532-59-7201,6,23.979,503.559,2019-01-31,2023-02-22 14:04:00,Cash
522-57-8364,8,20.536,431.256,2019-01-31,2023-02-22 10:00:00,Ewallet
457-94-0464,9,39.5415,830.3715,2019-01-31,2023-02-22 20:32:00,Ewallet
551-21-3069,9,10.3815,218.0115,2019-02-01,2023-02-22 11:27:00,Cash
237-01-6122,9,36.3555,763.4655,2019-02-01,2023-02-22 20:31:00,Credit card
358-88-9262,6,26.244,551.124,2019-02-01,2023-02-22 18:43:00,Ewallet
105-31-1824,7,24.332,510.972,2019-02-01,2023-02-22 15:10:00,Credit card
870-76-1733,5,3.5575,74.7075,2019-02-01,2023-02-22 10:08:00,Credit card
443-82-0585,4,15.536,326.256,2019-02-01,2023-02-22 19:54:00,Cash
541-08-3113,8,26.388,554.148,2019-02-02,2023-02-22 20:29:00,Cash
418-05-0656,7,8.946,187.866,2019-02-02,2023-02-22 20:42:00,Cash
405-31-3305,10,21.565,452.865,2019-02-02,2023-02-22 18:31:00,Credit card
717-96-4189,6,10.647,223.587,2019-02-02,2023-02-22 12:40:00,Cash
390-17-5806,1,1.921,40.341,2019-02-02,2023-02-22 16:33:00,Cash
201-86-2184,7,9.191,193.011,2019-02-02,2023-02-22 19:40:00,Cash
756-93-1854,2,8.335,175.035,2019-02-02,2023-02-22 14:05:00,Credit card
420-18-8989,8,20.608,432.768,2019-02-02,2023-02-22 15:47:00,Cash
642-32-2990,10,5.48,115.08,2019-02-02,2023-02-22 20:48:00,Ewallet
845-51-0542,9,20.9475,439.8975,2019-02-02,2023-02-22 15:34:00,Ewallet
376-56-3573,4,19.084,400.764,2019-02-02,2023-02-22 13:23:00,Ewallet
382-03-4532,1,0.9165,19.2465,2019-02-02,2023-02-22 18:50:00,Cash
554-53-8700,2,5.611,117.831,2019-02-02,2023-02-22 10:11:00,Cash
376-02-8238,8,37.548,788.508,2019-02-02,2023-02-22 18:42:00,Credit card
676-10-2200,1,2.689,56.469,2019-02-03,2023-02-22 20:13:00,Ewallet
443-59-0061,10,33.725,708.225,2019-02-03,2023-02-22 11:25:00,Ewallet
326-78-5178,7,31.99,671.79,2019-02-03,2023-02-22 10:19:00,Cash
585-86-8361,5,6.82,143.22,2019-02-03,2023-02-22 10:31:00,Credit card
277-63-2961,1,3.6985,77.6685,2019-02-03,2023-02-22 15:53:00,Credit card
322-02-2271,3,6.4455,135.3555,2019-02-03,2023-02-22 11:46:00,Cash
742-04-5161,10,36.39,764.19,2019-02-03,2023-02-22 17:24:00,Cash
347-34-2234,9,24.7815,520.4115,2019-02-03,2023-02-22 13:40:00,Ewallet
718-57-9773,10,24.665,517.965,2019-02-03,2023-02-22 16:40:00,Credit card
190-59-3964,5,11.79,247.59,2019-02-03,2023-02-22 14:35:00,Credit card
326-71-2155,4,14.79,310.59,2019-02-03,2023-02-22 10:02:00,Cash
639-76-1242,5,10.13,212.73,2019-02-03,2023-02-22 15:19:00,Cash
430-60-3493,7,33.208,697.368,2019-02-03,2023-02-22 14:38:00,Cash
566-71-1091,5,19.255,404.355,2019-02-03,2023-02-22 15:59:00,Cash
151-33-7434,1,3.3885,71.1585,2019-02-04,2023-02-22 20:43:00,Credit card
745-71-3520,7,8.827,185.367,2019-02-04,2023-02-22 10:23:00,Cash
627-95-3243,9,34.956,734.076,2019-02-04,2023-02-22 13:21:00,Ewallet
518-17-2983,4,9.726,204.246,2019-02-04,2023-02-22 15:44:00,Ewallet
434-35-9162,4,4.668,98.028,2019-02-04,2023-02-22 18:53:00,Ewallet
404-91-5964,7,26.103,548.163,2019-02-04,2023-02-22 16:09:00,Credit card
695-28-6250,5,10.765,226.065,2019-02-04,2023-02-22 16:38:00,Ewallet
268-20-3585,9,6.2325,130.8825,2019-02-04,2023-02-22 12:50:00,Ewallet
198-66-9832,2,7.204,151.284,2019-02-04,2023-02-22 19:38:00,Cash
441-94-7118,1,3.5975,75.5475,2019-02-04,2023-02-22 12:14:00,Cash
236-86-3015,1,0.699,14.679,2019-02-04,2023-02-22 13:38:00,Ewallet
338-65-2210,10,34.3,720.3,2019-02-05,2023-02-22 19:57:00,Cash
324-92-3863,2,2.089,43.869,2019-02-05,2023-02-22 18:45:00,Cash
181-94-6432,2,6.933,145.593,2019-02-05,2023-02-22 19:05:00,Ewallet
307-04-2070,1,1.531,32.151,2019-02-05,2023-02-22 14:14:00,Credit card
325-89-4209,1,4.395,92.295,2019-02-05,2023-02-22 19:42:00,Ewallet
210-67-5886,3,14.7315,309.3615,2019-02-05,2023-02-22 10:41:00,Credit card
880-35-0356,3,11.28,236.88,2019-02-05,2023-02-22 11:51:00,Ewallet
479-26-8945,2,1.649,34.629,2019-02-05,2023-02-22 11:32:00,Ewallet
729-09-9681,6,7.773,163.233,2019-02-05,2023-02-22 10:16:00,Ewallet
409-49-6995,6,14.181,297.801,2019-02-05,2023-02-22 10:17:00,Cash
374-17-3652,9,19.269,404.649,2019-02-05,2023-02-22 15:26:00,Credit card
210-57-1719,9,26.208,550.368,2019-02-05,2023-02-22 12:34:00,Cash
811-35-1094,6,15.135,317.835,2019-02-06,2023-02-22 15:16:00,Credit card
149-14-0304,8,11.4,239.4,2019-02-06,2023-02-22 14:24:00,Cash
351-62-0822,4,2.896,60.816,2019-02-06,2023-02-22 18:07:00,Ewallet
471-06-8611,1,2.621,55.041,2019-02-06,2023-02-22 10:22:00,Credit card
727-46-3608,9,9.0045,189.0945,2019-02-06,2023-02-22 15:47:00,Ewallet
595-86-2894,4,19.396,407.316,2019-02-06,2023-02-22 17:20:00,Ewallet
258-92-7466,5,8.92,187.32,2019-02-06,2023-02-22 18:33:00,Credit card
875-46-5808,10,12.95,271.95,2019-02-06,2023-02-22 14:51:00,Ewallet
609-81-8548,6,11.232,235.872,2019-02-06,2023-02-22 13:55:00,Credit card
857-67-9057,10,11.475,240.975,2019-02-06,2023-02-22 19:20:00,Ewallet
373-88-1424,5,8.9525,188.0025,2019-02-06,2023-02-22 18:44:00,Ewallet
183-56-6882,4,19.884,417.564,2019-02-06,2023-02-22 10:42:00,Ewallet
512-91-0811,1,4.4875,94.2375,2019-02-06,2023-02-22 20:05:00,Credit card
560-49-6611,1,2.279,47.859,2019-02-07,2023-02-22 14:13:00,Cash
430-02-3888,6,13.806,289.926,2019-02-07,2023-02-22 15:55:00,Cash
641-96-3695,6,13.038,273.798,2019-02-07,2023-02-22 17:55:00,Ewallet
214-17-6927,6,4.944,103.824,2019-02-07,2023-02-22 18:23:00,Ewallet
114-35-5271,8,23.164,486.444,2019-02-07,2023-02-22 15:06:00,Cash
374-38-5555,5,15.9275,334.4775,2019-02-07,2023-02-22 19:30:00,Ewallet
453-33-6436,8,37.248,782.208,2019-02-07,2023-02-22 10:09:00,Cash
648-94-3045,10,29.475,618.975,2019-02-07,2023-02-22 14:27:00,Ewallet
635-40-6220,8,35.84,752.64,2019-02-07,2023-02-22 11:28:00,Ewallet
380-94-4661,4,13.188,276.948,2019-02-07,2023-02-22 13:05:00,Credit card
784-21-9238,1,0.5085,10.6785,2019-02-07,2023-02-22 14:15:00,Cash
744-82-9138,2,8.613,180.873,2019-02-07,2023-02-22 17:59:00,Cash
810-60-6344,8,16.344,343.224,2019-02-07,2023-02-22 14:38:00,Credit card
827-44-5872,10,27.18,570.78,2019-02-07,2023-02-22 11:28:00,Credit card
583-41-4548,7,5.8345,122.5245,2019-02-07,2023-02-22 11:36:00,Ewallet
868-81-1752,9,9.909,208.089,2019-02-07,2023-02-22 18:48:00,Cash
626-43-7888,8,24.164,507.444,2019-02-07,2023-02-22 12:23:00,Ewallet
252-56-2699,10,21.595,453.495,2019-02-07,2023-02-22 16:48:00,Ewallet
421-95-9805,1,1.448,30.408,2019-02-07,2023-02-22 10:18:00,Credit card
533-33-5337,10,39.695,833.595,2019-02-07,2023-02-22 20:24:00,Cash
756-49-0168,1,0.985,20.685,2019-02-08,2023-02-22 11:39:00,Ewallet
815-04-6282,5,16.2425,341.0925,2019-02-08,2023-02-22 12:52:00,Credit card
181-82-6255,6,4.911,103.131,2019-02-08,2023-02-22 10:58:00,Cash
830-58-2383,4,6.35,133.35,2019-02-08,2023-02-22 15:26:00,Cash
440-59-5691,7,13.0025,273.0525,2019-02-08,2023-02-22 13:12:00,Credit card
549-84-7482,9,40.626,853.146,2019-02-08,2023-02-22 11:15:00,Ewallet
373-73-7910,7,30.2085,634.3785,2019-02-08,2023-02-22 10:37:00,Ewallet
649-29-6775,1,1.676,35.196,2019-02-08,2023-02-22 15:31:00,Cash
687-47-8271,10,49.49,1039.29,2019-02-08,2023-02-22 16:20:00,Credit card
732-04-5373,4,9.294,195.174,2019-02-08,2023-02-22 10:53:00,Cash
271-88-8734,10,48.605,1020.705,2019-02-08,2023-02-22 13:00:00,Credit card
354-25-5821,6,20.736,435.456,2019-02-08,2023-02-22 13:03:00,Cash
727-02-1313,1,1.592,33.432,2019-02-09,2023-02-22 13:22:00,Cash
450-42-3339,10,42.305,888.405,2019-02-09,2023-02-22 18:58:00,Credit card
747-58-7183,3,8.5905,180.4005,2019-02-09,2023-02-22 20:31:00,Ewallet
746-19-0921,1,1.079,22.659,2019-02-09,2023-02-22 10:02:00,Ewallet
871-39-9221,6,3.735,78.435,2019-02-09,2023-02-22 13:11:00,Cash
428-83-5800,3,3.162,66.402,2019-02-09,2023-02-22 10:25:00,Cash
602-80-9671,6,4.785,100.485,2019-02-09,2023-02-22 17:15:00,Credit card
146-09-5432,9,15.768,331.128,2019-02-09,2023-02-22 19:17:00,Ewallet
200-40-6154,6,19.773,415.233,2019-02-09,2023-02-22 11:45:00,Cash
130-98-8941,7,22.491,472.311,2019-02-09,2023-02-22 10:00:00,Cash
866-05-7563,3,12.21,256.41,2019-02-09,2023-02-22 19:43:00,Cash
447-15-7839,10,11.12,233.52,2019-02-09,2023-02-22 11:00:00,Cash
509-10-0516,4,9.194,193.074,2019-02-09,2023-02-22 12:02:00,Ewallet
669-54-1719,6,5.679,119.259,2019-02-10,2023-02-22 12:45:00,Credit card
559-98-9873,7,18.7775,394.3275,2019-02-10,2023-02-22 12:56:00,Ewallet
162-48-8011,5,11.1475,234.0975,2019-02-10,2023-02-22 15:10:00,Cash
196-01-2849,7,25.683,539.343,2019-02-10,2023-02-22 13:56:00,Cash
838-78-4295,2,3.347,70.287,2019-02-10,2023-02-22 15:43:00,Ewallet
400-60-7251,1,3.7035,77.7735,2019-02-10,2023-02-22 12:50:00,Ewallet
378-07-7001,3,7.2135,151.4835,2019-02-10,2023-02-22 18:23:00,Credit card
695-51-0018,4,6.968,146.328,2019-02-10,2023-02-22 18:36:00,Cash
685-64-1609,10,15.07,316.47,2019-02-10,2023-02-22 12:28:00,Ewallet
227-07-4446,10,39.065,820.365,2019-02-10,2023-02-22 20:51:00,Cash
448-34-8700,7,12.9185,271.2885,2019-02-10,2023-02-22 13:51:00,Ewallet
418-02-5978,9,37.8405,794.6505,2019-02-11,2023-02-22 10:54:00,Cash
401-09-4232,5,21.6725,455.1225,2019-02-11,2023-02-22 18:38:00,Ewallet
796-12-2025,10,31.06,652.26,2019-02-11,2023-02-22 16:19:00,Cash
531-56-4728,3,12.012,252.252,2019-02-11,2023-02-22 15:29:00,Cash
866-99-7614,10,44.6,936.6,2019-02-11,2023-02-22 15:42:00,Credit card
284-34-9626,3,11.556,242.676,2019-02-11,2023-02-22 10:39:00,Credit card
534-53-3526,4,18.952,397.992,2019-02-11,2023-02-22 16:06:00,Ewallet
842-40-8179,10,38.6,810.6,2019-02-11,2023-02-22 10:38:00,Credit card
365-64-0515,5,11.7375,246.4875,2019-02-12,2023-02-22 10:25:00,Ewallet
549-03-9315,8,37.948,796.908,2019-02-12,2023-02-22 12:58:00,Ewallet
287-83-1405,6,7.629,160.209,2019-02-12,2023-02-22 19:01:00,Ewallet
373-14-0504,2,7.163,150.423,2019-02-12,2023-02-22 14:33:00,Ewallet
528-87-5606,1,1.974,41.454,2019-02-12,2023-02-22 19:43:00,Cash
641-51-2661,10,43.55,914.55,2019-02-12,2023-02-22 14:45:00,Credit card
885-56-0389,1,2.6175,54.9675,2019-02-12,2023-02-22 17:49:00,Cash
305-18-3552,10,30.19,633.99,2019-02-12,2023-02-22 16:19:00,Cash
173-50-1108,4,4.036,84.756,2019-02-13,2023-02-22 12:14:00,Credit card
139-52-2867,7,7.8785,165.4485,2019-02-13,2023-02-22 10:50:00,Credit card
151-16-1484,4,6.45,135.45,2019-02-13,2023-02-22 12:38:00,Ewallet
339-18-7061,2,9.298,195.258,2019-02-13,2023-02-22 15:06:00,Credit card
563-36-9814,1,3.841,80.661,2019-02-13,2023-02-22 18:27:00,Ewallet
549-23-9016,2,1.487,31.227,2019-02-13,2023-02-22 18:15:00,Credit card
388-76-2555,6,4.107,86.247,2019-02-13,2023-02-22 13:59:00,Cash
767-54-1907,5,7.39,155.19,2019-02-13,2023-02-22 16:59:00,Cash
174-36-3675,2,9.937,208.677,2019-02-14,2023-02-22 17:29:00,Cash
150-89-8043,3,6.6975,140.6475,2019-02-14,2023-02-22 15:04:00,Cash
109-86-4363,7,21.028,441.588,2019-02-14,2023-02-22 11:36:00,Credit card
235-46-8343,10,13.83,290.43,2019-02-14,2023-02-22 11:26:00,Credit card
638-60-7125,8,39.824,836.304,2019-02-14,2023-02-22 17:03:00,Credit card
853-23-2453,4,15.148,318.108,2019-02-14,2023-02-22 14:35:00,Cash
545-07-8534,2,5.832,122.472,2019-02-14,2023-02-22 12:42:00,Ewallet
528-14-9470,1,4.565,95.865,2019-02-14,2023-02-22 14:42:00,Ewallet
556-41-6224,8,13.456,282.576,2019-02-15,2023-02-22 17:10:00,Credit card
541-89-9860,3,12.072,253.512,2019-02-15,2023-02-22 12:31:00,Cash
233-34-0817,1,4.942,103.782,2019-02-15,2023-02-22 11:21:00,Cash
710-46-4433,9,34.83,731.43,2019-02-15,2023-02-22 14:15:00,Credit card
246-11-3901,10,16.4,344.4,2019-02-15,2023-02-22 12:12:00,Cash
305-03-2383,3,10.065,211.365,2019-02-15,2023-02-22 10:36:00,Cash
860-79-0874,10,49.65,1042.65,2019-02-15,2023-02-22 14:53:00,Credit card
136-08-6195,8,27.984,587.664,2019-02-15,2023-02-22 17:01:00,Credit card
431-66-2305,9,39.7125,833.9625,2019-02-15,2023-02-22 20:51:00,Credit card
497-36-0989,3,7.791,163.611,2019-02-15,2023-02-22 15:21:00,Cash
152-68-2907,3,7.83,164.43,2019-02-15,2023-02-22 13:30:00,Credit card
321-49-7382,1,4.4155,92.7255,2019-02-15,2023-02-22 17:38:00,Credit card
234-36-2483,6,17.277,362.817,2019-02-15,2023-02-22 13:51:00,Cash
873-95-4984,7,26.915,565.215,2019-02-15,2023-02-22 20:21:00,Cash
227-78-1148,7,25.494,535.374,2019-02-15,2023-02-22 12:44:00,Cash
400-80-4065,4,13.71,287.91,2019-02-15,2023-02-22 20:21:00,Credit card
394-43-4238,5,4.4425,93.2925,2019-02-15,2023-02-22 12:42:00,Credit card
285-68-5083,3,3.711,77.931,2019-02-15,2023-02-22 17:47:00,Credit card
372-94-8041,6,4.578,96.138,2019-02-15,2023-02-22 18:03:00,Ewallet
873-14-6353,7,8.687,182.427,2019-02-16,2023-02-22 10:33:00,Credit card
273-84-2164,5,3.0125,63.2625,2019-02-16,2023-02-22 15:53:00,Ewallet
133-77-3154,4,12.036,252.756,2019-02-16,2023-02-22 18:04:00,Credit card
241-72-9525,10,25.955,545.055,2019-02-16,2023-02-22 12:21:00,Cash
598-06-7312,1,4.5675,95.9175,2019-02-16,2023-02-22 15:42:00,Cash
587-03-7455,7,34.2265,718.7565,2019-02-16,2023-02-22 17:30:00,Ewallet
895-03-6665,9,16.4295,345.0195,2019-02-16,2023-02-22 10:52:00,Cash
408-66-6712,6,14.313,300.573,2019-02-16,2023-02-22 14:19:00,Ewallet
420-11-4919,5,17.8475,374.7975,2019-02-17,2023-02-22 19:57:00,Credit card
803-17-8013,8,35.516,745.836,2019-02-17,2023-02-22 17:09:00,Cash
788-21-5741,3,6.807,142.947,2019-02-17,2023-02-22 13:34:00,Credit card
636-48-8204,5,8.64,181.44,2019-02-17,2023-02-22 11:15:00,Ewallet
389-25-3394,5,2.9525,62.0025,2019-02-17,2023-02-22 18:06:00,Cash
827-77-7633,9,44.1405,926.9505,2019-02-17,2023-02-22 19:41:00,Cash
612-36-5536,8,32.384,680.064,2019-02-17,2023-02-22 11:12:00,Credit card
131-70-8179,3,13.8135,290.0835,2019-02-17,2023-02-22 16:27:00,Cash
590-83-4591,6,26.235,550.935,2019-02-17,2023-02-22 14:40:00,Credit card
201-63-8275,7,23.7965,499.7265,2019-02-17,2023-02-22 16:50:00,Ewallet
123-35-4896,9,20.997,440.937,2019-02-17,2023-02-22 19:11:00,Ewallet
785-96-0615,8,14.296,300.216,2019-02-17,2023-02-22 15:28:00,Ewallet
634-97-8956,3,4.935,103.635,2019-02-17,2023-02-22 17:27:00,Credit card
597-78-7908,3,13.533,284.193,2019-02-18,2023-02-22 19:39:00,Cash
354-39-5160,6,10.326,216.846,2019-02-18,2023-02-22 15:39:00,Cash
849-09-3807,7,30.919,649.299,2019-02-18,2023-02-22 13:28:00,Cash
764-44-8999,2,1.476,30.996,2019-02-18,2023-02-22 14:42:00,Ewallet
278-97-7759,1,3.124,65.604,2019-02-18,2023-02-22 20:29:00,Cash
652-49-6720,1,3.0475,63.9975,2019-02-18,2023-02-22 11:40:00,Ewallet
787-15-1757,4,8.814,185.094,2019-02-18,2023-02-22 16:28:00,Ewallet
409-33-9708,2,9.848,206.808,2019-02-19,2023-02-22 10:12:00,Ewallet
384-59-6655,9,44.397,932.337,2019-02-19,2023-02-22 15:07:00,Cash
752-23-3760,7,22.428,470.988,2019-02-19,2023-02-22 19:29:00,Credit card
886-77-9084,8,28.756,603.876,2019-02-19,2023-02-22 11:33:00,Ewallet
183-21-3799,9,34.9335,733.6035,2019-02-19,2023-02-22 15:14:00,Ewallet
272-27-9238,4,8.248,173.208,2019-02-19,2023-02-22 16:23:00,Cash
868-06-0466,9,31.311,657.531,2019-02-19,2023-02-22 19:38:00,Credit card
629-42-4133,8,8.72,183.12,2019-02-19,2023-02-22 19:24:00,Cash
449-16-6770,5,12.6975,266.6475,2019-02-19,2023-02-22 14:53:00,Credit card
498-41-1961,5,16.67,350.07,2019-02-20,2023-02-22 18:01:00,Cash
458-61-0011,4,12.06,253.26,2019-02-20,2023-02-22 18:43:00,Cash
848-95-6252,1,4.3135,90.5835,2019-02-20,2023-02-22 13:24:00,Ewallet
782-95-9291,5,23.0725,484.5225,2019-02-20,2023-02-22 15:55:00,Credit card
546-80-2899,2,3.769,79.149,2019-02-20,2023-02-22 15:29:00,Ewallet
311-13-6971,10,15.995,335.895,2019-02-20,2023-02-22 15:18:00,Credit card
779-42-2410,3,8.661,181.881,2019-02-20,2023-02-22 13:06:00,Ewallet
725-56-0833,10,16.16,339.36,2019-02-20,2023-02-22 16:49:00,Credit card
548-46-9322,10,19.95,418.95,2019-02-20,2023-02-22 15:24:00,Credit card
692-92-5582,3,8.226,172.746,2019-02-20,2023-02-22 13:27:00,Credit card
279-62-1445,1,0.627,13.167,2019-02-21,2023-02-22 12:38:00,Cash
389-70-2397,5,20.915,439.215,2019-02-21,2023-02-22 10:26:00,Cash
714-02-3114,2,9.88,207.48,2019-02-21,2023-02-22 11:39:00,Cash
269-04-5750,4,14.764,310.044,2019-02-21,2023-02-22 18:31:00,Cash
319-74-2561,3,14.196,298.116,2019-02-21,2023-02-22 16:55:00,Cash
503-21-4385,3,5.9865,125.7165,2019-02-21,2023-02-22 12:40:00,Ewallet
743-88-1662,7,33.4215,701.8515,2019-02-22,2023-02-22 18:17:00,Ewallet
831-64-0259,5,9.9375,208.6875,2019-02-22,2023-02-22 10:43:00,Ewallet
777-67-2495,3,10.3455,217.2555,2019-02-22,2023-02-22 11:26:00,Ewallet
582-52-8065,9,24.4395,513.2295,2019-02-22,2023-02-22 10:49:00,Cash
837-55-7229,1,2.372,49.812,2019-02-22,2023-02-22 18:19:00,Credit card
807-14-7833,10,8.71,182.91,2019-02-22,2023-02-22 12:30:00,Ewallet
488-25-4221,1,1.5205,31.9305,2019-02-22,2023-02-22 10:36:00,Credit card
690-01-6631,10,8.745,183.645,2019-02-22,2023-02-22 18:35:00,Ewallet
347-56-2442,1,3.291,69.111,2019-02-22,2023-02-22 15:33:00,Cash
864-24-7918,10,12.245,257.145,2019-02-22,2023-02-22 15:15:00,Cash
838-02-1821,2,1.273,26.733,2019-02-22,2023-02-22 12:10:00,Credit card
396-90-2219,8,5.984,125.664,2019-02-23,2023-02-22 12:29:00,Cash
787-56-0757,4,16.072,337.512,2019-02-23,2023-02-22 18:45:00,Credit card
190-14-3147,4,3.594,75.474,2019-02-23,2023-02-22 20:43:00,Ewallet
729-46-7422,1,1.7945,37.6845,2019-02-23,2023-02-22 16:52:00,Credit card
695-09-5146,3,14.8185,311.1885,2019-02-23,2023-02-22 20:00:00,Ewallet
831-81-6575,9,34.0155,714.3255,2019-02-23,2023-02-22 11:12:00,Cash
274-05-5470,4,14.694,308.574,2019-02-23,2023-02-22 18:30:00,Cash
503-07-0930,7,20.4365,429.1665,2019-02-23,2023-02-22 19:49:00,Credit card
692-27-8933,6,17.385,365.085,2019-02-24,2023-02-22 13:02:00,Cash
380-60-5336,10,20.13,422.73,2019-02-24,2023-02-22 18:06:00,Credit card
516-77-6464,5,2.54,53.34,2019-02-24,2023-02-22 13:08:00,Ewallet
242-11-3142,2,8.377,175.917,2019-02-24,2023-02-22 19:57:00,Cash
740-11-5257,10,12.37,259.77,2019-02-24,2023-02-22 16:44:00,Cash
186-43-8965,2,4.768,100.128,2019-02-24,2023-02-22 10:10:00,Credit card
365-16-4334,8,10.572,222.012,2019-02-24,2023-02-22 14:26:00,Ewallet
315-22-5665,10,36.78,772.38,2019-02-24,2023-02-22 11:38:00,Ewallet
803-83-5989,6,16.719,351.099,2019-02-24,2023-02-22 10:55:00,Ewallet
300-71-4605,5,21.51,451.71,2019-02-25,2023-02-22 11:24:00,Ewallet
871-79-8483,5,23.5325,494.1825,2019-02-25,2023-02-22 19:39:00,Credit card
459-45-2396,3,14.94,313.74,2019-02-25,2023-02-22 18:45:00,Cash
574-80-1489,4,12.57,263.97,2019-02-25,2023-02-22 13:22:00,Ewallet
608-05-3804,1,1.9875,41.7375,2019-02-25,2023-02-22 20:19:00,Cash
355-53-5943,6,20.652,433.692,2019-02-25,2023-02-22 14:36:00,Ewallet
719-89-8991,5,22.8525,479.9025,2019-02-25,2023-02-22 16:03:00,Ewallet
275-28-0149,1,3.1845,66.8745,2019-02-25,2023-02-22 16:21:00,Cash
308-81-0538,4,14.61,306.81,2019-02-25,2023-02-22 17:16:00,Credit card
834-83-1826,5,20.51,430.71,2019-02-25,2023-02-22 17:16:00,Credit card
502-05-1910,3,9.777,205.317,2019-02-25,2023-02-22 20:35:00,Credit card
866-70-2814,10,26.395,554.295,2019-02-25,2023-02-22 11:58:00,Ewallet
511-54-3087,1,4.4225,92.8725,2019-02-25,2023-02-22 16:36:00,Credit card
505-02-0892,8,17.028,357.588,2019-02-25,2023-02-22 14:12:00,Ewallet
735-06-4124,1,2.4305,51.0405,2019-02-25,2023-02-22 15:31:00,Cash
636-17-0325,4,12.514,262.794,2019-02-25,2023-02-22 18:37:00,Cash
154-74-7179,1,2.7225,57.1725,2019-02-26,2023-02-22 19:24:00,Ewallet
477-24-6490,6,29.913,628.173,2019-02-26,2023-02-22 16:52:00,Ewallet
702-72-0487,2,4.661,97.881,2019-02-26,2023-02-22 12:28:00,Credit card
466-61-5506,6,27.21,571.41,2019-02-26,2023-02-22 10:52:00,Cash
437-53-3084,2,9.989,209.769,2019-02-26,2023-02-22 11:48:00,Ewallet
649-11-3678,9,10.3185,216.6885,2019-02-26,2023-02-22 20:26:00,Cash
491-38-3499,1,2.7725,58.2225,2019-02-26,2023-02-22 17:46:00,Credit card
707-32-7409,4,19.108,401.268,2019-02-26,2023-02-22 11:58:00,Ewallet
518-71-6847,6,7.98,167.58,2019-02-26,2023-02-22 15:10:00,Ewallet
741-73-3559,5,16.8175,353.1675,2019-02-27,2023-02-22 17:27:00,Cash
105-10-6182,2,2.148,45.108,2019-02-27,2023-02-22 12:22:00,Ewallet
400-45-1220,10,6.75,141.75,2019-02-27,2023-02-22 11:06:00,Credit card
250-81-7186,1,4.9845,104.6745,2019-02-27,2023-02-22 10:23:00,Credit card
135-84-8019,9,35.0685,736.4385,2019-02-27,2023-02-22 16:10:00,Ewallet
605-72-4132,8,37.788,793.548,2019-02-27,2023-02-22 15:12:00,Cash
318-68-5053,6,23.097,485.037,2019-02-27,2023-02-22 17:55:00,Cash
191-29-0321,10,9.885,207.585,2019-02-27,2023-02-22 18:57:00,Credit card
665-63-9737,3,7.863,165.123,2019-02-27,2023-02-22 17:36:00,Ewallet
243-55-8457,10,37.22,781.62,2019-02-27,2023-02-22 11:40:00,Ewallet
263-12-5321,7,32.41,680.61,2019-02-27,2023-02-22 12:52:00,Credit card
370-41-7321,9,25.5105,535.7205,2019-02-27,2023-02-22 17:24:00,Credit card
250-17-5703,10,9.425,197.925,2019-02-27,2023-02-22 18:24:00,Ewallet
759-98-4285,7,30.0545,631.1445,2019-02-27,2023-02-22 19:01:00,Credit card
709-58-4068,10,20.545,431.445,2019-02-28,2023-02-22 14:42:00,Cash
399-46-5918,8,34.392,722.232,2019-02-28,2023-02-22 19:01:00,Cash
786-94-2700,6,24.186,507.906,2019-02-28,2023-02-22 20:18:00,Cash
635-28-5728,3,8.4,176.4,2019-02-28,2023-02-22 19:33:00,Ewallet
142-72-4741,2,9.32,195.72,2019-02-28,2023-02-22 18:37:00,Credit card
291-59-1384,1,3.015,63.315,2019-02-28,2023-02-22 17:38:00,Cash
220-28-1851,2,3.473,72.933,2019-03-01,2023-02-22 18:14:00,Ewallet
